Country,Crime name,Year,Age,Sex,No of recorded cases,Source
Mongolia,Serious assault,2017,Total,Total,459,IAFQ
Nicaragua,Serious assault,2017,Total,Total,1146,IAFQ
Netherlands (Kingdom of the),Serious assault,2017,Total,Total,4785,IAFQ
Norway,Serious assault,2017,Total,Total,2112,IAFQ
New Zealand,Serious assault,2017,Total,Total,24546,IAFQ
Oman,Serious assault,2017,Total,Total,64,IAFQ
Pakistan,Serious assault,2017,Total,Total,27306,IAFQ
Panama,Serious assault,2017,Total,Total,3870,IAFQ
Peru,Serious assault,2017,Total,Total,4050,IAFQ
Philippines,Serious assault,2017,Total,Total,1377,IAFQ
Poland,Serious assault,2017,Total,Total,7304,IAFQ
Puerto Rico,Serious assault,2017,Total,Total,3814,IAFQ
Portugal,Serious assault,2017,Total,Total,584,IAFQ
Paraguay,Serious assault,2017,Total,Total,652,IAFQ
State of Palestine,Serious assault,2017,Total,Total,799,IAFQ
Romania,Serious assault,2017,Total,Total,272,IAFQ
Russian Federation,Serious assault,2017,Total,Total,23223,SOF/IAFQ
Saudi Arabia,Serious assault,2017,Total,Total,6405,IAFQ/NA
Singapore,Serious assault,2017,Total,Total,420,IAFQ
El Salvador,Serious assault,2017,Total,Total,5332,IAFQ
Serbia,Serious assault,2017,Total,Total,1285,IAFQ
Suriname,Serious assault,2017,Total,Total,360,IAFQ
Slovakia,Serious assault,2017,Total,Total,1619,IAFQ
Sweden,Serious assault,2017,Total,Total,4685,IAFQ
Trinidad and Tobago,Serious assault,2017,Total,Total,718,IAFQ
Uganda,Serious assault,2017,Total,Total,5732,IAFQ
Ukraine,Serious assault,2017,Total,Total,2024,IAFQ
Uruguay,Serious assault,2017,Total,Total,436,IAFQ
United States of America,Serious assault,2017,Total,Total,810319,IAFQ
Uzbekistan,Serious assault,2017,Total,Total,1397,IAFQ
Saint Vincent and the Grenadines,Serious assault,2017,Total,Total,518,IAFQ
Venezuela (Bolivarian Republic of),Serious assault,2017,Total,Total,3158,IAFQ
Kosovo under UNSCR 1244,Serious assault,2017,Total,Total,331,IAFQ
South Africa,Serious assault,2017,Total,Total,167352,IAFQ
Albania,Serious assault,2018,Total,Total,135,SOF/IAFQ
Andorra,Serious assault,2018,Total,Total,236,SOF/IAFQ
United Arab Emirates,Serious assault,2018,Total,Total,209,SOF/IAFQ
Argentina,Serious assault,2018,Total,Total,135973,SOF/IAFQ
Armenia,Serious assault,2018,Total,Total,179,SOF/IAFQ
Antigua and Barbuda,Serious assault,2018,Total,Total,8,SOF/IAFQ
Australia,Serious assault,2018,Total,Total,72634,SOF/IAFQ
Austria,Serious assault,2018,Total,Total,3711,SOF/IAFQ
Azerbaijan,Serious assault,2018,Total,Total,304,IAFQ
Belgium,Serious assault,2018,Total,Total,64507,IAFQ
Bulgaria,Serious assault,2018,Total,Total,2518,IAFQ
Bahamas,Serious assault,2018,Total,Total,1331,IAFQ
Bosnia and Herzegovina,Serious assault,2018,Total,Total,909,IAFQ
Belarus,Serious assault,2018,Total,Total,723,IAFQ
Bolivia (Plurinational State of),Serious assault,2018,Total,Total,7925,IAFQ
Brazil,Serious assault,2018,Total,Total,574614,IAFQ
Barbados,Serious assault,2018,Total,Total,531,IAFQ
Bhutan,Serious assault,2018,Total,Total,1098,IAFQ
Canada,Serious assault,2018,Total,Total,57802,IAFQ
Switzerland,Serious assault,2018,Total,Total,585,IAFQ
Chile,Serious assault,2018,Total,Total,12214,IAFQ
Colombia,Serious assault,2018,Total,Total,171940,IAFQ
Cabo Verde,Serious assault,2018,Total,Total,3015,IAFQ
Costa Rica,Serious assault,2018,Total,Total,8204,IAFQ
Cyprus,Serious assault,2018,Total,Total,132,IAFQ
Czechia,Serious assault,2018,Total,Total,4967,IAFQ
Germany,Serious assault,2018,Total,Total,136727,IAFQ
Dominica,Serious assault,2018,Total,Total,74,IAFQ
Denmark,Serious assault,2018,Total,Total,1857,IAFQ
Dominican Republic,Serious assault,2018,Total,Total,2145,IAFQ
Algeria,Serious assault,2018,Total,Total,15643,IAFQ
Ecuador,Serious assault,2018,Total,Total,6492,IAFQ
Spain,Serious assault,2018,Total,Total,18292,IAFQ
Estonia,Serious assault,2018,Total,Total,90,IAFQ
Finland,Serious assault,2018,Total,Total,1609,IAFQ
France,Serious assault,2018,Total,Total,299709,IAFQ
United Kingdom (England and Wales),Serious assault,2018,Total,Total,547060,IAFQ
United Kingdom (Northern Ireland),Serious assault,2018,Total,Total,1055,IAFQ
United Kingdom (Scotland),Serious assault,2018,Total,Total,4049,IAFQ
Georgia,Serious assault,2018,Total,Total,185,IAFQ
Ghana,Serious assault,2018,Total,Total,57812,SOF/IAFQ
Greece,Serious assault,2018,Total,Total,1587,IAFQ/NA
Grenada,Serious assault,2018,Total,Total,454,IAFQ
Guatemala,Serious assault,2018,Total,Total,21814,IAFQ
Guyana,Serious assault,2018,Total,Total,524,IAFQ
"China, Hong Kong Special Administrative Region",Serious assault,2018,Total,Total,4795,IAFQ
Honduras,Serious assault,2018,Total,Total,2321,IAFQ
Croatia,Serious assault,2018,Total,Total,733,IAFQ
Haiti,Serious assault,2018,Total,Total,1278,IAFQ
Indonesia,Serious assault,2018,Total,Total,11191,IAFQ
Ireland,Serious assault,2018,Total,Total,4546,IAFQ
Iraq (Central Iraq),Serious assault,2018,Total,Total,4,IAFQ
Iceland,Serious assault,2018,Total,Total,122,IAFQ
Israel,Serious assault,2018,Total,Total,6229,IAFQ
Italy,Serious assault,2018,Total,Total,984,IAFQ
Jamaica,Serious assault,2018,Total,Total,2919,IAFQ
Jordan,Serious assault,2018,Total,Total,742,IAFQ
Kenya,Serious assault,2018,Total,Total,17512,IAFQ
Kyrgyzstan,Serious assault,2018,Total,Total,59,SOF/IAFQ
Saint Kitts and Nevis,Serious assault,2018,Total,Total,149,SOF/IAFQ
Republic of Korea,Serious assault,2018,Total,Total,52867,SOF/IAFQ
Saint Lucia,Serious assault,2018,Total,Total,1033,SOF/IAFQ
Liechtenstein,Serious assault,2018,Total,Total,79,SOF/IAFQ
Sri Lanka,Serious assault,2018,Total,Total,2889,SOF/IAFQ
Lithuania,Serious assault,2018,Total,Total,185,SOF/IAFQ
Luxembourg,Serious assault,2018,Total,Total,611,SOF/IAFQ
Latvia,Serious assault,2018,Total,Total,646,IAFQ
"China, Macao Special Administrative Region",Serious assault,2018,Total,Total,7,IAFQ
Morocco,Serious assault,2018,Total,Total,111328,IAFQ
Republic of Moldova,Serious assault,2018,Total,Total,206,IAFQ
Mexico,Serious assault,2018,Total,Total,47069,IAFQ
Malta,Serious assault,2018,Total,Total,183,IAFQ
Myanmar,Serious assault,2018,Total,Total,4680,IAFQ
Montenegro,Serious assault,2018,Total,Total,153,IAFQ
Mongolia,Serious assault,2018,Total,Total,326,IAFQ
Namibia,Serious assault,2018,Total,Total,10893,IAFQ
Nicaragua,Serious assault,2018,Total,Total,987,IAFQ
Netherlands (Kingdom of the),Serious assault,2018,Total,Total,4580,IAFQ
Norway,Serious assault,2018,Total,Total,1968,IAFQ
New Zealand,Serious assault,2018,Total,Total,25359,IAFQ
Oman,Serious assault,2018,Total,Total,49,IAFQ
Pakistan,Serious assault,2018,Total,Total,26542,IAFQ
Panama,Serious assault,2018,Total,Total,4264,IAFQ
Peru,Serious assault,2018,Total,Total,5559,IAFQ
Philippines,Serious assault,2018,Total,Total,1188,IAFQ
Poland,Serious assault,2018,Total,Total,6610,IAFQ
Puerto Rico,Serious assault,2018,Total,Total,3298,IAFQ
Portugal,Serious assault,2018,Total,Total,579,IAFQ
Paraguay,Serious assault,2018,Total,Total,588,IAFQ
State of Palestine,Serious assault,2018,Total,Total,765,IAFQ
Romania,Serious assault,2018,Total,Total,252,IAFQ
Russian Federation,Serious assault,2018,Total,Total,22073,IAFQ
Saudi Arabia,Serious assault,2018,Total,Total,9357,IAFQ
Singapore,Serious assault,2018,Total,Total,429,IAFQ
El Salvador,Serious assault,2018,Total,Total,5835,IAFQ
Serbia,Serious assault,2018,Total,Total,6904,IAFQ
Slovakia,Serious assault,2018,Total,Total,1597,IAFQ
Sweden,Serious assault,2018,Total,Total,4709,IAFQ
Syrian Arab Republic,Serious assault,2018,Total,Total,135,SOF/IAFQ
Thailand,Serious assault,2018,Total,Total,10207,IAFQ/NA
Trinidad and Tobago,Serious assault,2018,Total,Total,721,IAFQ
Ukraine,Serious assault,2018,Total,Total,2069,IAFQ
Uruguay,Serious assault,2018,Total,Total,531,IAFQ
United States of America,Serious assault,2018,Total,Total,810982,IAFQ
Uzbekistan,Serious assault,2018,Total,Total,1171,IAFQ
Saint Vincent and the Grenadines,Serious assault,2018,Total,Total,551,IAFQ
Venezuela (Bolivarian Republic of),Serious assault,2018,Total,Total,1880,IAFQ
Kosovo under UNSCR 1244,Serious assault,2018,Total,Total,304,IAFQ
Albania,Serious assault,2019,Total,Total,158,IAFQ
Andorra,Serious assault,2019,Total,Total,250,IAFQ
United Arab Emirates,Serious assault,2019,Total,Total,192,IAFQ
Argentina,Serious assault,2019,Total,Total,143697,IAFQ
Armenia,Serious assault,2019,Total,Total,210,IAFQ
Antigua and Barbuda,Serious assault,2019,Total,Total,3,IAFQ
Australia,Serious assault,2019,Total,Total,72384,IAFQ
Austria,Serious assault,2019,Total,Total,3835,IAFQ
Azerbaijan,Serious assault,2019,Total,Total,318,SOF/IAFQ
Belgium,Serious assault,2019,Total,Total,65258,SOF/IAFQ
Bulgaria,Serious assault,2019,Total,Total,2768,SOF/IAFQ
Bahamas,Serious assault,2019,Total,Total,4035,SOF/IAFQ
Bosnia and Herzegovina,Serious assault,2019,Total,Total,725,SOF/IAFQ
Belarus,Serious assault,2019,Total,Total,719,SOF/IAFQ
Belize,Serious assault,2019,Total,Total,1851,SOF/IAFQ
Bolivia (Plurinational State of),Serious assault,2019,Total,Total,8211,SOF/IAFQ
Brazil,Serious assault,2019,Total,Total,602782,IAFQ
Barbados,Serious assault,2019,Total,Total,770,IAFQ
Bhutan,Serious assault,2019,Total,Total,895,IAFQ
Canada,Serious assault,2019,Total,Total,63677,IAFQ
Switzerland,Serious assault,2019,Total,Total,637,IAFQ
Chile,Serious assault,2019,Total,Total,14502,IAFQ
Cameroon,Serious assault,2019,Total,Total,6088,IAFQ
Colombia,Serious assault,2019,Total,Total,164136,IAFQ
Costa Rica,Serious assault,2019,Total,Total,7478,IAFQ
Cyprus,Serious assault,2019,Total,Total,176,IAFQ
Czechia,Serious assault,2019,Total,Total,4684,IAFQ
Germany,Serious assault,2019,Total,Total,133084,IAFQ
Dominica,Serious assault,2019,Total,Total,1046,IAFQ
Denmark,Serious assault,2019,Total,Total,1968,IAFQ
Dominican Republic,Serious assault,2019,Total,Total,2564,IAFQ
Algeria,Serious assault,2019,Total,Total,7424,IAFQ
Ecuador,Serious assault,2019,Total,Total,6878,IAFQ
Spain,Serious assault,2019,Total,Total,20057,IAFQ
Estonia,Serious assault,2019,Total,Total,78,IAFQ
Finland,Serious assault,2019,Total,Total,1584,IAFQ
France,Serious assault,2019,Total,Total,322731,IAFQ
United Kingdom (England and Wales),Serious assault,2019,Total,Total,549645,IAFQ
United Kingdom (Northern Ireland),Serious assault,2019,Total,Total,952,IAFQ
United Kingdom (Scotland),Serious assault,2019,Total,Total,3846,IAFQ
Georgia,Serious assault,2019,Total,Total,192,IAFQ
Ghana,Serious assault,2019,Total,Total,61561,IAFQ
Greece,Serious assault,2019,Total,Total,1605,IAFQ
Grenada,Serious assault,2019,Total,Total,343,IAFQ
Guatemala,Serious assault,2019,Total,Total,22386,IAFQ
Guyana,Serious assault,2019,Total,Total,1365,IAFQ
"China, Hong Kong Special Administrative Region",Serious assault,2019,Total,Total,5656,IAFQ
Honduras,Serious assault,2019,Total,Total,2389,IAFQ
Croatia,Serious assault,2019,Total,Total,736,SOF/IAFQ
Ireland,Serious assault,2019,Total,Total,5046,IAFQ/NA
Iraq (Central Iraq),Serious assault,2019,Total,Total,10,IAFQ
Iceland,Serious assault,2019,Total,Total,97,IAFQ
Israel,Serious assault,2019,Total,Total,6916,IAFQ
Italy,Serious assault,2019,Total,Total,1005,IAFQ
Jamaica,Serious assault,2019,Total,Total,3409,IAFQ
Jordan,Serious assault,2019,Total,Total,731,IAFQ
Kenya,Serious assault,2019,Total,Total,19009,IAFQ
Kyrgyzstan,Serious assault,2019,Total,Total,37,IAFQ
Saint Kitts and Nevis,Serious assault,2019,Total,Total,141,IAFQ
Republic of Korea,Serious assault,2019,Total,Total,36858,IAFQ
Saint Lucia,Serious assault,2019,Total,Total,1617,IAFQ
Liechtenstein,Serious assault,2019,Total,Total,76,IAFQ
Sri Lanka,Serious assault,2019,Total,Total,2751,IAFQ
Lithuania,Serious assault,2019,Total,Total,152,IAFQ
Luxembourg,Serious assault,2019,Total,Total,637,IAFQ
Latvia,Serious assault,2019,Total,Total,639,IAFQ
"China, Macao Special Administrative Region",Serious assault,2019,Total,Total,4,IAFQ
Republic of Moldova,Serious assault,2019,Total,Total,199,IAFQ
Mexico,Serious assault,2019,Total,Total,90464,IAFQ
North Macedonia,Serious assault,2019,Total,Total,161,IAFQ
Malta,Serious assault,2019,Total,Total,200,IAFQ
Montenegro,Serious assault,2019,Total,Total,115,IAFQ
Mongolia,Serious assault,2019,Total,Total,238,IAFQ
Malaysia,Serious assault,2019,Total,Total,4712,IAFQ
Namibia,Serious assault,2019,Total,Total,10636,IAFQ
Nicaragua,Serious assault,2019,Total,Total,982,IAFQ
Netherlands (Kingdom of the),Serious assault,2019,Total,Total,4840,IAFQ
Norway,Serious assault,2019,Total,Total,2129,IAFQ
New Zealand,Serious assault,2019,Total,Total,35519,IAFQ
Oman,Serious assault,2019,Total,Total,47,IAFQ
Pakistan,Serious assault,2019,Total,Total,25355,IAFQ
Panama,Serious assault,2019,Total,Total,4330,IAFQ
Peru,Serious assault,2019,Total,Total,4745,IAFQ
Philippines,Serious assault,2019,Total,Total,1200,IAFQ
Poland,Serious assault,2019,Total,Total,6412,IAFQ
Portugal,Serious assault,2019,Total,Total,661,IAFQ
Paraguay,Serious assault,2019,Total,Total,670,IAFQ
State of Palestine,Serious assault,2019,Total,Total,873,IAFQ
Romania,Serious assault,2019,Total,Total,283,IAFQ
Russian Federation,Serious assault,2019,Total,Total,20478,UNODA
Saudi Arabia,Serious assault,2019,Total,Total,18880,UNODA
Singapore,Serious assault,2019,Total,Total,373,IAFQ
El Salvador,Serious assault,2019,Total,Total,5933,IAFQ
Serbia,Serious assault,2019,Total,Total,6216,IAFQ
Suriname,Serious assault,2019,Total,Total,596,IAFQ
Slovakia,Serious assault,2019,Total,Total,1527,IAFQ
Slovenia,Serious assault,2019,Total,Total,144,IAFQ
Sweden,Serious assault,2019,Total,Total,5324,IAFQ
Thailand,Serious assault,2019,Total,Total,10113,IAFQ
Ukraine,Serious assault,2019,Total,Total,1916,IAFQ
Uruguay,Serious assault,2019,Total,Total,605,IAFQ
United States of America,Serious assault,2019,Total,Total,822017,IAFQ
Uzbekistan,Serious assault,2019,Total,Total,952,IAFQ/UNODA
Saint Vincent and the Grenadines,Serious assault,2019,Total,Total,572,IAFQ
Kosovo under UNSCR 1244,Serious assault,2019,Total,Total,275,IAFQ
Albania,Serious assault,2020,Total,Total,152,UNODA
United Arab Emirates,Serious assault,2020,Total,Total,197,UNODA
Argentina,Serious assault,2020,Total,Total,136122,IAFQ
Armenia,Serious assault,2020,Total,Total,204,IAFQ
Antigua and Barbuda,Serious assault,2020,Total,Total,0,IAFQ
Australia,Serious assault,2020,Total,Total,71745,IAFQ
Austria,Serious assault,2020,Total,Total,3549,IAFQ
Azerbaijan,Serious assault,2020,Total,Total,321,IAFQ
Belgium,Serious assault,2020,Total,Total,56193,IAFQ
Bulgaria,Serious assault,2020,Total,Total,2657,IAFQ
Bahamas,Serious assault,2020,Total,Total,2643,IAFQ
Bosnia and Herzegovina,Serious assault,2020,Total,Total,640,IAFQ
Belize,Serious assault,2020,Total,Total,1084,IAFQ
Bolivia (Plurinational State of),Serious assault,2020,Total,Total,5699,IAFQ
Brazil,Serious assault,2020,Total,Total,195470,IAFQ/UNODA
Barbados,Serious assault,2020,Total,Total,828,IAFQ
Bhutan,Serious assault,2020,Total,Total,828,IAFQ
Canada,Serious assault,2020,Total,Total,69379,UNODA
Switzerland,Serious assault,2020,Total,Total,670,UNODA
Chile,Serious assault,2020,Total,Total,11738,IAFQ/UNODA
Cameroon,Serious assault,2020,Total,Total,5022,UNODA
Colombia,Serious assault,2020,Total,Total,91187,UNODA
Costa Rica,Serious assault,2020,Total,Total,9047,IAFQ/UNODA
Cyprus,Serious assault,2020,Total,Total,136,UNPOL
Czechia,Serious assault,2020,Total,Total,3892,UNPOL
Germany,Serious assault,2020,Total,Total,130453,UNPOL
Dominica,Serious assault,2020,Total,Total,753,UNPOL
Denmark,Serious assault,2020,Total,Total,1871,UNPOL
Dominican Republic,Serious assault,2020,Total,Total,2544,UNPOL
Algeria,Serious assault,2020,Total,Total,8042,UNPOL
Ecuador,Serious assault,2020,Total,Total,5858,UNPOL
Spain,Serious assault,2020,Total,Total,15569,UNPOL
Estonia,Serious assault,2020,Total,Total,77,UNPOL
Finland,Serious assault,2020,Total,Total,1754,UNPOL
France,Serious assault,2020,Total,Total,317150,UNPOL
United Kingdom (England and Wales),Serious assault,2020,Total,Total,540699,UNPOL
United Kingdom (Northern Ireland),Serious assault,2020,Total,Total,767,UNPOL
United Kingdom (Scotland),Serious assault,2020,Total,Total,3231,UNPOL
Ghana,Serious assault,2020,Total,Total,54147,UNPOL
Greece,Serious assault,2020,Total,Total,1285,UNPOL
Grenada,Serious assault,2020,Total,Total,1920,UNPOL
Guatemala,Serious assault,2020,Total,Total,20427,UNPOL
Guyana,Serious assault,2020,Total,Total,1889,UNPOL
"China, Hong Kong Special Administrative Region",Serious assault,2020,Total,Total,4780,UNPOL
Honduras,Serious assault,2020,Total,Total,1942,UNPOL
Croatia,Serious assault,2020,Total,Total,743,UNPOL
Ireland,Serious assault,2020,Total,Total,4262,UNPOL
Iraq (Central Iraq),Serious assault,2020,Total,Total,6,UNPOL
Iceland,Serious assault,2020,Total,Total,132,UNPOL
Israel,Serious assault,2020,Total,Total,7401,UNPOL
Italy,Serious assault,2020,Total,Total,840,UNPOL
Jamaica,Serious assault,2020,Total,Total,3302,UNPOL
Jordan,Serious assault,2020,Total,Total,658,UNPOL
Japan,Serious assault,2020,Total,Total,18963,UNPOL
Kenya,Serious assault,2020,Total,Total,19288,UNPOL
Kyrgyzstan,Serious assault,2020,Total,Total,32,UNPOL
Saint Kitts and Nevis,Serious assault,2020,Total,Total,131,UNPOL
Republic of Korea,Serious assault,2020,Total,Total,32904,UNPOL
Saint Lucia,Serious assault,2020,Total,Total,1025,UNPOL
Liechtenstein,Serious assault,2020,Total,Total,86,UNPOL
Lithuania,Serious assault,2020,Total,Total,150,UNPOL
Luxembourg,Serious assault,2020,Total,Total,486,UNPOL
Latvia,Serious assault,2020,Total,Total,596,UNPOL
"China, Macao Special Administrative Region",Serious assault,2020,Total,Total,2,UNPOL
Morocco,Serious assault,2020,Total,Total,114652,UNPOL
Republic of Moldova,Serious assault,2020,Total,Total,163,UNPOL
Mexico,Serious assault,2020,Total,Total,68026,UNPOL
North Macedonia,Serious assault,2020,Total,Total,145,UNPOL
Malta,Serious assault,2020,Total,Total,183,UNPOL
Montenegro,Serious assault,2020,Total,Total,129,UNPOL
Mongolia,Serious assault,2020,Total,Total,310,UNPOL
Mauritius,Serious assault,2020,Total,Total,261,UNPOL
Malaysia,Serious assault,2020,Total,Total,4118,UNPOL
Namibia,Serious assault,2020,Total,Total,9175,UNPOL
Netherlands (Kingdom of the),Serious assault,2020,Total,Total,5220,UNPOL
Norway,Serious assault,2020,Total,Total,1786,UNPOL
New Zealand,Serious assault,2020,Total,Total,42588,CND
Oman,Serious assault,2020,Total,Total,27,CND
Pakistan,Serious assault,2020,Total,Total,28301,IAFQ
Panama,Serious assault,2020,Total,Total,3500,IAFQ
Peru,Serious assault,2020,Total,Total,2453,IAFQ
Poland,Serious assault,2020,Total,Total,5377,IAFQ
Portugal,Serious assault,2020,Total,Total,576,IAFQ
Paraguay,Serious assault,2020,Total,Total,492,IAFQ
State of Palestine,Serious assault,2020,Total,Total,918,IAFQ
Romania,Serious assault,2020,Total,Total,229,IAFQ
Russian Federation,Serious assault,2020,Total,Total,18989,IAFQ
Singapore,Serious assault,2020,Total,Total,444,IAFQ
El Salvador,Serious assault,2020,Total,Total,4996,IAFQ
Serbia,Serious assault,2020,Total,Total,5797,IAFQ
Suriname,Serious assault,2020,Total,Total,1501,IAFQ
Slovakia,Serious assault,2020,Total,Total,1270,IAFQ
Slovenia,Serious assault,2020,Total,Total,128,IAFQ
Sweden,Serious assault,2020,Total,Total,5290,IAFQ
Thailand,Serious assault,2020,Total,Total,6552,IAFQ
Ukraine,Serious assault,2020,Total,Total,1680,IAFQ
Uruguay,Serious assault,2020,Total,Total,675,IAFQ
United States of America,Serious assault,2020,Total,Total,921505,IAFQ
Uzbekistan,Serious assault,2020,Total,Total,1076,IAFQ
Saint Vincent and the Grenadines,Serious assault,2020,Total,Total,553,IAFQ
Kosovo under UNSCR 1244,Serious assault,2020,Total,Total,274,IAFQ
Albania,Serious assault,2021,Total,Total,163,SOF/IAFQ
United Arab Emirates,Serious assault,2021,Total,Total,145,SOF/IAFQ
Argentina,Serious assault,2021,Total,Total,156802,SOF/IAFQ
Armenia,Serious assault,2021,Total,Total,189,SOF/IAFQ
Antigua and Barbuda,Serious assault,2021,Total,Total,1,SOF/IAFQ
Australia,Serious assault,2021,Total,Total,74916,SOF/IAFQ
Austria,Serious assault,2021,Total,Total,3610,SOF/IAFQ
Azerbaijan,Serious assault,2021,Total,Total,329,SOF/IAFQ
Belgium,Serious assault,2021,Total,Total,59916,SOF/UNODA/IAFQ
Bulgaria,Serious assault,2021,Total,Total,2758,SOF/IAFQ
